Youtube Comments,Video ID
Everyone that is complicit in this crime against humanity are going to be held accountable.;The Nuremberg 2.0 trails have started and the Fake News will also pay for there crimes.,MW07U0t9AQU
Tis whole covid19 and all its variants and so called vaccines are all lies,MW07U0t9AQU
"I've got a question. If you didn't get the first 2 jabs and go straight to the booster, will that work? Or do you need to take the first 2 shots that didn't work to make the 3rd one work? Asking for a friend.",MW07U0t9AQU
Just never gonna stop pushing the vaccine are you guys?,MW07U0t9AQU
"At last . . . some real data to digest . . . not idiotic opinions spread by idiots after doing ""research"" on the net . . .",MW07U0t9AQU
"Vaccine, no dear you mean another flu shot. What a lot of bullshit. No bought science is getting my money.",MW07U0t9AQU
Well done my comment is deleted one again. You can't hide the truth forever.,MW07U0t9AQU
"Well at least she was honest and stated that  “mostly unvaxxed” are in hospital, meaning that some are vaccinated. They just did not disclose the “mostly” is it 80%, 60% etc?;; Secondly, with three waves under the belt we probably have a situation where the most vulnerable to covid related fatalities have already passed on and thus the high risk category is reducing. ;;There are vaxxed and unvaxxed using alternative treatments from doctors who do not believe in mandatory vaccination plus a mild highly infectious variant spreading all over creating global herd immunity. ;;The question is will sanity prevail and allow people to return to normal? Or will the power hungry politicians, entitled vaxxed and money hungry pharmaceuticals let the world return to normal?;;Time will tell though my concern is with the massive duality created by media and social algorithms in society. Not to mention the suppression of individual liberty and freedom. It will take a mature populous and leadership to walk out of this with a forgiving heart!;;No matter your stance I hope you make it your own and do not continue to force your will onto others!;;Just my 2c",MW07U0t9AQU
:snake::nauseated_face::face_vomiting:,MW07U0t9AQU
"Our vaccine isn’t going to help us much here even though I am triple vaxed and got original Covid.  We should all take vitamins, sleep,  eat well and get ready for what will happen.",MW07U0t9AQU
"This is good news, this means there is no reason to lock the country then",MW07U0t9AQU
"The fake fear porn hyping child infections is pure hate speech.  It is extremely harmful to children who are continually targeted for protocol compliance  ostensibly to ""protect"" obese teachers with unhealthy lifestyles, but actually to keep the Big Pharma gravy train going.",MW07U0t9AQU
"Discovery health is worried about the vaccines, not the public health.",MW07U0t9AQU
Discovery health. LOL Didn't their CEO say South Africa's official figures were a third of the real data.,MW07U0t9AQU
What does Discovery know about viruses..they only have experience in making :money_bag: :money_with_wings:,MW07U0t9AQU
"The statements of this woman is contradictory to what other scientists say. There is no evidence that omicron is less severe than delta. WHO just warned about underestimating  omicron as ""mild"".",MW07U0t9AQU
https://youtu.be/hwX5D4PP9jo,MW07U0t9AQU
Mostly with the unvaccinated :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:ENCA our African CNN channel just keeping up the lies. Im in the western cape and the news on the ground in the communities a lot of the vaccinated are testing positive. The media keeping the lies alive. Ramaphosa and J Ruperts top channel to spread corrupt news.,MW07U0t9AQU
"If you rely on eNCA & Discovery for your information, you may need more help than just a booster.",MW07U0t9AQU
We the people are not stupid .We see through this smoke screen and will stand up for our families as too many people have died too soon due to the agenda of people at the top.,MW07U0t9AQU
"Discovery Health also earlier said that 80% of South Africans have already had Covid19, thus it is IMPOSSIBLE to get Covid again nor transmit it to others. ;The immune system knows how to deal with any variant. ;This is nothing new nor significant as the body has been dealing with flu for thousands of years. ;What is of importance and noteworthy however, which you as expected you once again fail to address, is that Discovery Health has acted unlawfully by violating people's basic human rights by insisting on staff being socalled ""vaccinated"" and are facing a number if cases in Court.;It is the reason why l have cancelled all my policies with Discovery Health or any company associated with them.",MW07U0t9AQU
No connection between vaccines and the mildness of the Omicron variant. No scientific basis for this propaganda.,MW07U0t9AQU
BS,MW07U0t9AQU
"So on the one hand she is telling us that the vaccinated are doing SO well with omicron bc they are vaccinated and on the other hand she is saying the effectiveness of the vaccine  has come down so much so please get booster to make sure you are protected. Which is it? ;;This is just getting stupid. It is clear manipulation of facts, the words she uses are extremely calculated. Why not tell us the data on the unvaccinated? How many severely ill compared to the vaccinated? How many in hospital BECAUSE of omicron? How many in high care fighting for their lives BECAUSE of omicron? We'll wait...;;Those of you that are still pushing this dumb ass narrative of 'vaccines or death'  should just take a holiday, we are really just sick and tired of this BS!",MW07U0t9AQU
I called my internet provider and they told me my internet speed was slow because of the current events going on. Everything is about covid now. This needs to stop.,MW07U0t9AQU
Proof that any Human being have taken coronavirus vaccine? Proof that there is a disease called Corona? Leaders of the world seem ignorant to the fact that if they were caught deceiving people no one will believe them. I doubt any human would let themselves inject unknown stuff unless they are suicidal. Humans aren't that stupid like politicians and media like to describe them. No such thing called as coronavirus vaccine or Corona disease. When will they ever stop this boring circus?,MW07U0t9AQU
Omicron is clearly the end of Covid as a deadly disease. We should all be very thankful that the full and complete end of the pandemic is very near.,MW07U0t9AQU
"Aha  what are the studies , who did it ... We are seeing different information",MW07U0t9AQU
"I had a little bird,;    its name was Enza.;    I opened the window,;    and influenza.",MW07U0t9AQU
"I wish life would just go on, people know enough information to look after themselves. All this panic won't stop these variants from happening, Omicron is not the last one to come. People have died previously in war, famine, diseases, some died, some survived. It will be the same with covid. Businesses are closing, economies are crippling but covid is not ending, rather go back to normal and we all be cautious. Flights across the world should continue but with caution",MW07U0t9AQU
"I'm vaccinated but why is there so much force for unvaccinated people to vaccinate. These vaccines don't even cure covid, in one year a person will be intoxicated but continue to contract these variants. No one is forced to take HIV drugs, why so much force for covid. No wonder people are so skeptical because their rights to choose are being blackmailed",MW07U0t9AQU
"let's not listen to Discovery, they are only in it for the money",MW07U0t9AQU
Still only vaccine fixation....no study done on natural immunity???,MW07U0t9AQU
Oh damn I looked up Spanish flu variants to see if it behaved the same way cause this shit don’t make sense and it said it got deadlier as the variants progressed........ nice,MW07U0t9AQU
"Damn she looking fly, an 8/10 kid:OK_hand_dark_skin_tone:",MW07U0t9AQU
Somehow the swagger of Discovery's mandate era is missing this time.,MW07U0t9AQU
"Day in and day out we hear the same stories. It is now well established that Omicron variant has higher transmission rate but is far less severe. We get it. Please stop with the experts and the analysis. No need for a vaccine debate any more either. If you want it, it's freely available. If you don't then don't. Wearing a mask is a personal choice. It's been two years and the biggest lesson we have learned is that politicians don't know what the hell they are doing, everybody jumps on a bandwagon and pretty much everybody's mind is made up. And if this pandemic is so deadly and I should be so fearful why is that I can't find parking at the mall?",MW07U0t9AQU
https://www.youtube.com/watch?v=9oMMnLZYYEQ,MW07U0t9AQU
I was hoping to hear something different other than the blame being put on the unvaxxed :woman_facepalming_mediumdark_skin_tone:,MW07U0t9AQU
“It’s so easy to forget how much  noise the Matrix pumps into your head.” eNCA  puppet News agents,MW07U0t9AQU
"Omicron symptoms in South Africa are only mild because everyone there already has antibodies. They have either been infected by a previous variant already, or they’ve been vaccinated.;;At 16:00 of Dr. Been’s video it says that in the first 3 waves when the community infection rate reached 26%…;;https://youtu.be/3yvT3rm9GbE;;This means that the community infection rate exceeded 26% 3 times, which means that over 75%  80% of the population had Covid already. Then, about 24% have been vaccinated. Over 90% of the population has antibodies.;;There could be some overlap between those 26% infected during each wave, but given that antibodies are very effective at preventing symptoms, there likely isn’t much overlap.;;Also in Oslo of the 120 infected at that party and the hotel that hosted it, none became severely ill meaning that the vaccines are very effective at preventing severe disease from Omicron.;;What we don’t yet know is what happens to the unvaccinated who haven’t been infected and therefore have no antibodies. I’m sure we’ll soon find out.",MW07U0t9AQU
"Booster booster booster booster booster booster booster booster booster , each an every year ,",MW07U0t9AQU
"There is a website where people speak about their side effects as a result of taking the j**.  Also videos by Campbell. Unfortunately, my comments were removed immediately. There is definetly a move to keep the facts from the us.",MW07U0t9AQU
"I am unvaxed (not an antivaxer, just don't put sh*t in my body).......on Wednesday midmorning last week I developed symptoms of a possible COVID19 infection where Wednesday night, all of Thursday and throughout Thursday evening I had body aches, vomiting and a headache. Friday @ 08h15 I had a test and was confirmed COVIDpositive, further investigation suggested I had Omicron. I did not lose my smell or taste. I feel 100% recovered, being 6 days now. Going to give it another 2 days and then back to my cycling, gym and jogging. The vaccine is a blunt tool. I am 44 / 47 Vo2 Max / 10 hours of exercise a week so I get there are some people who do need to take the vaccine as that is their only hope. These people can't even run 1km on a normal day and now worried about C19. When you can outswim, outrun and outcycle me we can talk about a vaccine.",MW07U0t9AQU
In the US the CDC has stated that the Omicron variant attacks the fully vaccinated the most.,MW07U0t9AQU
Dr. Angelique Coetzee who discovered the variant has given us all the information.  The variant is mild and completely benign. All the cases i know of Omicron in my circles are vaccinated people.  You and Discovery are lying.,MW07U0t9AQU
Pushing vaccine. No one talks  about natural immunity.  WHY? This is another fake news channel like CNN.,MW07U0t9AQU
South Africans please vaccinate and get the booster... . Do not let your guard down.,MW07U0t9AQU
They are back with their  bullshit.,MW07U0t9AQU
She sounds afrikaans not Greek,MW07U0t9AQU
"Discovery Health’s only interest, and thus all the stats given, is how much they will have to pay out and how much can be written off to the individuals savings. They have zero concern for the individual, they are a “medical insurance” not a “medical aid” and, as we know, insurance companies try to find any excuse not to pay out. They are paving the way for a National Medical Scheme, and make it an attractive, viable option.",MW07U0t9AQU
There has been ZERO severe cases on the omicron . ZERO ... ;;you are selling vaccines,MW07U0t9AQU
"9 And the third angel followed them, saying with a loud voice, If any man worship the beast and his image, and receive his mark in his forehead, or in his hand,;;10 The same shall drink of the wine of the wrath of God, which is poured out without mixture into the cup of his indignation; and he shall be tormented with fire and brimstone in the presence of the holy angels, and in the presence of the Lamb:;;11 And the smoke of their torment ascendeth up for ever and ever: and they have no rest day nor night, who worship the beast and his image, and whosoever receiveth the mark of his name.;;12 Here is the patience of the saints: here are they that keep the commandments of God, and the faith of Jesus.;;13 And I heard a voice from heaven saying unto me, Write, Blessed are the dead which die in the Lord from henceforth: Yea, saith the Spirit, that they may rest from their labours; and their works do follow them.",MW07U0t9AQU
"SHE IS A SALES LADY FOR TALKING AGAINST ""UNVACCINATED"" ;;I AM FULLY VACCINATED BUT THE WAY SHE SPEAKS IS LIKE A BAD SALESMAN .",MW07U0t9AQU
"Strange how many people say ""omNichron"", with an added ""n"" after the ""m"". Strange.",MW07U0t9AQU
"Discovery Health is so gross. Forcing vaccines that don't even work, just to study people. They don't care about people, they care about data and profits. Yuk!",MW07U0t9AQU
https://youtu.be/O1W9keMXSTc,MW07U0t9AQU
Wow....,MW07U0t9AQU
One word: Capitalism !,MW07U0t9AQU
Protect the right to bodily integrity enshrined in the South African constitution and stop :stop_sign: mandatory vaccinations,MW07U0t9AQU
Annual booster is your life now. The whole world became chronic patients now.;;Government must qualify us all as disability recipients.,MW07U0t9AQU
Coming from Discovery  BS at its best as always!!!!!,MW07U0t9AQU
The lies.,MW07U0t9AQU
"When she said unvaccinated,  I couldn't help but role my eyes!",MW07U0t9AQU
In the unvaxxed. Heidi you are clueless. Jabs destroys immune system like aids.,MW07U0t9AQU
Discovery can go to hell. Wef nwo puppets,MW07U0t9AQU
"This lady is lying, omicron cases are mild for both vaccinated and unvaccinated",DqSpzm2jsgw
Love how she pronounces Omnikron its like that wimpy ad I love it when you talk foreign :face_with_tears_of_joy::face_with_tears_of_joy:,DqSpzm2jsgw
Yummy lady....:smiling_face_with_hearteyes::smiling_face_with_hearts:,DqSpzm2jsgw
"Hopefully this will be the final wave ,because it seems to be phasing out",DqSpzm2jsgw
"Realy! The PROBLEM Is! There is people's that is fully vaccinated, and tested positive and then  Walking AROUND IN STORES, NO BOOSTER SHOTS,REALY!",DqSpzm2jsgw
The unvaccinated also don’t get very sick. Be more open and honest and people will not fear the vaccines. Don’t say vaccine is helping for severity if the severity is lowers all around.,DqSpzm2jsgw
More fake news :face_vomiting::face_with_rolling_eyes:,DqSpzm2jsgw
Discovery says 0 vaccine deaths. My data says otherwise.,DqSpzm2jsgw
Behavioural manipulation. Discovery=China,DqSpzm2jsgw
33% what a joke....,DqSpzm2jsgw
"We're being given conflicting reports every 5 minutes. These are news headlines right now, one says this and the other says that so who are we to believe? (1) A new study has found that the Omicron virus could evade both vaccine antibodies and immunity caused by infection with all the other known variants of SARSCoV2.;;The study published in Emerging Microbes & Infection looked at the Omicron variant's potential of bypassing existing immunity developed through natural infection or by mass vaccination. (2) A study done by the South African Medical Research Council and Discovery Health has shown that two shots of the Pfizer vaccine, while faltering in protecting people from infection with the Omicron variant of the coronavirus, still offered solid protection against severe disease.",DqSpzm2jsgw
"I wish we would give up this obsession with Omicron ...... already the world seems to think we invented it and have banned the socks off of us. ;It exists  done. ;As if it is the one thing we are so proud of ???? ;;Hell, we are so keen to show the world how clever we are as South Africans  when we have other issues at hand. ;;Our police force is falling apart, we cant generate power properly, hell, we cant even convict fraudsters  our employment is low, inflation is high  Frankly, I am surprised nobody has stolen or murdered old Omicron yet. I wish they would and we can move on along :(",DqSpzm2jsgw
How do they know if you have Delta or Omicron. Not all people lost their taste or smell when they had Delta like you said thats basically the only difference between the 2 viruses.,DqSpzm2jsgw
"You cannot simply say ""mostly unvaccinated are hospitalised"" because in south africa, the majority are unvaccinated. Please start reporting honestly.",DqSpzm2jsgw
But this is bull. There is none unvaxxed people in hospitals in Western Cape. Pffft,DqSpzm2jsgw
SA must make its own vaccine for Omicron,DqSpzm2jsgw
Discovery and other minions of this farce can go to hell,DqSpzm2jsgw
Flu.,DqSpzm2jsgw
"I’m a conspiracy theorist I’m here to help ,report this video .",DqSpzm2jsgw
wow she isn't wearing a mask whilst on camera well done you not a dumbass today,DqSpzm2jsgw
"eNCA, if your journalists can’t yet see what is happening with the wealth of information out there then I’m afraid their journalistic skills are sub par. Do the right thing and resist the needles.",DqSpzm2jsgw
Can we just get politics out of health issues please?,DqSpzm2jsgw
"Funny that I didn't get covid when I was not vaxed...as soon as I got vaxed, different story.",DqSpzm2jsgw
Solid reporting. Tired of all these antivax comments though. Quite disheartening.,DqSpzm2jsgw
I have emailed Discovery with a question more than a week ago and have received no response. When I phoned them 2 weeks ago their vaccine division told me they didn't know the answer and said I must ask my doctor. They a disgrace.,DqSpzm2jsgw
My friend's daughter just contracted Covid19 last week. They didnt even bother to test her for the variant so where are they getting their Omicron statistics from if they are not differentiating with the testing?,DqSpzm2jsgw
What is very discouraging is that Discovery is requiring boosters for coverage but they will not simply authorise the boosters and the clinics are requiring doctors to sign off,DqSpzm2jsgw
"Interesting choice of words ""There is a high possibility of reinfection, especially if you have been infected by previous variants"" Isn't that what reinfection means?",DqSpzm2jsgw
"Pretty sure discovery gets kick backs from the ""V"" companies.;Move your medical aid somewhere else",DqSpzm2jsgw
"Rubbish , it is not the vaccine! IT is a milder virus!",DqSpzm2jsgw
Isn’t this just a cold.,DqSpzm2jsgw
"There is a starck difference between how these guys report vs how the others (BBC, global news, itv... ) report omicron",DqSpzm2jsgw
Again he says that this is measured by the amount of pasients hospitalized an not hospitalized. So it is an analysis through obsession. I would love to hear about the testing of antibodies in these patients. Hospitalized and not hospitalized.,DqSpzm2jsgw
"It's like they hiding useful information on purpose.. for example, no person's who had the two J&J injections have died. How many have died who didn't have it?",DqSpzm2jsgw
"Scientists say that you need 4000 IU of Vit D per day to effectively combat Covid19. Interesting that this is not on governments agenda. However if you don't wish to be vaccinated and even if you are already, do your body a favour and eat Salmon or mackerel...40 to 100gms gives around 1000 IU. Spend 10 minutes per day in the sun, half naked another 1500 IU. Take 1 Tbps Cod Liver oil per day, another 1000 IU. Double check these reverences and adjust if necessary. Get that body, immune system, bone marrow etc, ready for the years to come because these boosters and vaccines are not going to do that for you.",DqSpzm2jsgw
Optimus Prime and Omneecron,DqSpzm2jsgw
Covid  =  A Cult,DqSpzm2jsgw
As clear as mud,DqSpzm2jsgw
"It really is trivial at this point. The virus will soon become as harmless as the flu, vaccines and prevention measures are effectively slowing this process. The only reason the virus was initially dangerous to the human body is because it is novel and our immune systems do not know how to deal with it. The virus ultimately wants to be able to spread undetected in our systems and continue the survival of its species. A viral strain that replicates too fast and kills its host or stops its host from spreading it, is one that does not have a very long lifecycle. The dominant strain such as Omicron will always be the one that can live for a longer period in its host undetected, such as with asymptomatics  that will not even realize they have it and spread it far and wide.",DqSpzm2jsgw
"Like it or not, It's going to become a yearly booster or shot, just like in the past to keep other colds and flu's at bay..",DqSpzm2jsgw
"*STATISTICS TO AMAZE YOU ...*;;The number of deaths in the world in the *last 3 months of 2021*;;314,687 : Corona virus;;340,584 : Malaria;;     353,696 : suicide;;     393,479 : road accidents;;     240,950 : HIV ;;     558,471 : alcohol;;     816,498 : smoking;;  1,167,714: Cancer;; Then do you think Corona is dangerous? ;; Or;;is the purpose of the media campaign to settle the trade war between China and America ;;or;;to reduce financial markets to prepare the stage of financial markets for mergers and acquisitions ;;or ;;to sell US Treasury bonds to cover their fiscal deficit.;;Or;;Is it a Panic created by Pharma companies to sell their products like sanitizer, masks, medicine etc.;;Do not Panic & don't kill yourself with unecessary fear. This posting is to balance your newsfeed from posts that caused fear and panic. ;;;If you do contact Coronavirus, this still is not a cause for panic because:;;81% of the Cases are MILD;;14% of the Cases are MODERATE;;Only 5% of the Cases are CRITICAL;;Which means that even if you do get the virus, you are most likely to recover from it.;;Some have said, “but this is worse than SARS and SWINEFLU!”  SARS had a fatality rate of 10%, Swine flu 28% *while COVID19 has a fatality rate of 2%*;;Moreover, looking at the ages of those who are dying of this virus, the death rate for the people UNDER 55 years of age is only 0.4%;;This means that: if you are under 55 years of age and don't live out of India  you are more likely to win the lottery (which has a 1 in 45,000,000 chance);Let's take one day ie 1 May as an example when Covid 19 took lives of 6406 in the world.;On the same day:;;26,283 people died of Cancer;;24,641 people died of Heart Disease;;4,300 people died of Diabetes;;Suicide took 28 times more lives than the virus did.;;Mosquitoes kill 2,740 people every day, HUMANS kill 1,300 fellow humans every day, and Snakes kill 137 people every day. (Sharks kill 2 people a year);;*What  you say ??*;;SO DO THE DAILY THINGS TO SUPPORT YOUR IMMUNE SYSTEM , PROPER HYGIENE AND DO NOT LIVE  IN FEAR.;;Join to Spread *Hope* instead of Fear. ;;*The Biggest Virus is* not Corona Virus but *FEAR !*",DqSpzm2jsgw
Everyone that is complicit in this crime against humanity are going to be held accountable.;The Nuremberg 2.0 trails have started and the Fake News will also pay for there crimes.,DqSpzm2jsgw
Tis whole covid19 and all its variants and so called vaccines are all lies,DqSpzm2jsgw
"I've got a question. If you didn't get the first 2 jabs and go straight to the booster, will that work? Or do you need to take the first 2 shots that didn't work to make the 3rd one work? Asking for a friend.",DqSpzm2jsgw
Just never gonna stop pushing the vaccine are you guys?,DqSpzm2jsgw
"At last . . . some real data to digest . . . not idiotic opinions spread by idiots after doing ""research"" on the net . . .",DqSpzm2jsgw
"Vaccine, no dear you mean another flu shot. What a lot of bullshit. No bought science is getting my money.",DqSpzm2jsgw
Well done my comment is deleted one again. You can't hide the truth forever.,DqSpzm2jsgw
"Well at least she was honest and stated that  “mostly unvaxxed” are in hospital, meaning that some are vaccinated. They just did not disclose the “mostly” is it 80%, 60% etc?;; Secondly, with three waves under the belt we probably have a situation where the most vulnerable to covid related fatalities have already passed on and thus the high risk category is reducing. ;;There are vaxxed and unvaxxed using alternative treatments from doctors who do not believe in mandatory vaccination plus a mild highly infectious variant spreading all over creating global herd immunity. ;;The question is will sanity prevail and allow people to return to normal? Or will the power hungry politicians, entitled vaxxed and money hungry pharmaceuticals let the world return to normal?;;Time will tell though my concern is with the massive duality created by media and social algorithms in society. Not to mention the suppression of individual liberty and freedom. It will take a mature populous and leadership to walk out of this with a forgiving heart!;;No matter your stance I hope you make it your own and do not continue to force your will onto others!;;Just my 2c",DqSpzm2jsgw
:snake::nauseated_face::face_vomiting:,DqSpzm2jsgw
"Our vaccine isn’t going to help us much here even though I am triple vaxed and got original Covid.  We should all take vitamins, sleep,  eat well and get ready for what will happen.",DqSpzm2jsgw
"This is good news, this means there is no reason to lock the country then",DqSpzm2jsgw
"The fake fear porn hyping child infections is pure hate speech.  It is extremely harmful to children who are continually targeted for protocol compliance  ostensibly to ""protect"" obese teachers with unhealthy lifestyles, but actually to keep the Big Pharma gravy train going.",DqSpzm2jsgw
"Discovery health is worried about the vaccines, not the public health.",DqSpzm2jsgw
Discovery health. LOL Didn't their CEO say South Africa's official figures were a third of the real data.,DqSpzm2jsgw
What does Discovery know about viruses..they only have experience in making :money_bag: :money_with_wings:,DqSpzm2jsgw
"The statements of this woman is contradictory to what other scientists say. There is no evidence that omicron is less severe than delta. WHO just warned about underestimating  omicron as ""mild"".",DqSpzm2jsgw
https://youtu.be/hwX5D4PP9jo,DqSpzm2jsgw
Mostly with the unvaccinated :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:ENCA our African CNN channel just keeping up the lies. Im in the western cape and the news on the ground in the communities a lot of the vaccinated are testing positive. The media keeping the lies alive. Ramaphosa and J Ruperts top channel to spread corrupt news.,DqSpzm2jsgw
"If you rely on eNCA & Discovery for your information, you may need more help than just a booster.",DqSpzm2jsgw
We the people are not stupid .We see through this smoke screen and will stand up for our families as too many people have died too soon due to the agenda of people at the top.,DqSpzm2jsgw
"Discovery Health also earlier said that 80% of South Africans have already had Covid19, thus it is IMPOSSIBLE to get Covid again nor transmit it to others. ;The immune system knows how to deal with any variant. ;This is nothing new nor significant as the body has been dealing with flu for thousands of years. ;What is of importance and noteworthy however, which you as expected you once again fail to address, is that Discovery Health has acted unlawfully by violating people's basic human rights by insisting on staff being socalled ""vaccinated"" and are facing a number if cases in Court.;It is the reason why l have cancelled all my policies with Discovery Health or any company associated with them.",DqSpzm2jsgw
No connection between vaccines and the mildness of the Omicron variant. No scientific basis for this propaganda.,DqSpzm2jsgw
BS,DqSpzm2jsgw
"So on the one hand she is telling us that the vaccinated are doing SO well with omicron bc they are vaccinated and on the other hand she is saying the effectiveness of the vaccine  has come down so much so please get booster to make sure you are protected. Which is it? ;;This is just getting stupid. It is clear manipulation of facts, the words she uses are extremely calculated. Why not tell us the data on the unvaccinated? How many severely ill compared to the vaccinated? How many in hospital BECAUSE of omicron? How many in high care fighting for their lives BECAUSE of omicron? We'll wait...;;Those of you that are still pushing this dumb ass narrative of 'vaccines or death'  should just take a holiday, we are really just sick and tired of this BS!",DqSpzm2jsgw
I called my internet provider and they told me my internet speed was slow because of the current events going on. Everything is about covid now. This needs to stop.,DqSpzm2jsgw
Proof that any Human being have taken coronavirus vaccine? Proof that there is a disease called Corona? Leaders of the world seem ignorant to the fact that if they were caught deceiving people no one will believe them. I doubt any human would let themselves inject unknown stuff unless they are suicidal. Humans aren't that stupid like politicians and media like to describe them. No such thing called as coronavirus vaccine or Corona disease. When will they ever stop this boring circus?,DqSpzm2jsgw
Omicron is clearly the end of Covid as a deadly disease. We should all be very thankful that the full and complete end of the pandemic is very near.,DqSpzm2jsgw
"Aha  what are the studies , who did it ... We are seeing different information",DqSpzm2jsgw
"I had a little bird,;    its name was Enza.;    I opened the window,;    and influenza.",DqSpzm2jsgw
"I wish life would just go on, people know enough information to look after themselves. All this panic won't stop these variants from happening, Omicron is not the last one to come. People have died previously in war, famine, diseases, some died, some survived. It will be the same with covid. Businesses are closing, economies are crippling but covid is not ending, rather go back to normal and we all be cautious. Flights across the world should continue but with caution",DqSpzm2jsgw
"I'm vaccinated but why is there so much force for unvaccinated people to vaccinate. These vaccines don't even cure covid, in one year a person will be intoxicated but continue to contract these variants. No one is forced to take HIV drugs, why so much force for covid. No wonder people are so skeptical because their rights to choose are being blackmailed",DqSpzm2jsgw
"let's not listen to Discovery, they are only in it for the money",DqSpzm2jsgw
Still only vaccine fixation....no study done on natural immunity???,DqSpzm2jsgw
Oh damn I looked up Spanish flu variants to see if it behaved the same way cause this shit don’t make sense and it said it got deadlier as the variants progressed........ nice,DqSpzm2jsgw
"Damn she looking fly, an 8/10 kid:OK_hand_dark_skin_tone:",DqSpzm2jsgw
Somehow the swagger of Discovery's mandate era is missing this time.,DqSpzm2jsgw
"Day in and day out we hear the same stories. It is now well established that Omicron variant has higher transmission rate but is far less severe. We get it. Please stop with the experts and the analysis. No need for a vaccine debate any more either. If you want it, it's freely available. If you don't then don't. Wearing a mask is a personal choice. It's been two years and the biggest lesson we have learned is that politicians don't know what the hell they are doing, everybody jumps on a bandwagon and pretty much everybody's mind is made up. And if this pandemic is so deadly and I should be so fearful why is that I can't find parking at the mall?",DqSpzm2jsgw
https://www.youtube.com/watch?v=9oMMnLZYYEQ,DqSpzm2jsgw
I was hoping to hear something different other than the blame being put on the unvaxxed :woman_facepalming_mediumdark_skin_tone:,DqSpzm2jsgw
“It’s so easy to forget how much  noise the Matrix pumps into your head.” eNCA  puppet News agents,DqSpzm2jsgw
"Omicron symptoms in South Africa are only mild because everyone there already has antibodies. They have either been infected by a previous variant already, or they’ve been vaccinated.;;At 16:00 of Dr. Been’s video it says that in the first 3 waves when the community infection rate reached 26%…;;https://youtu.be/3yvT3rm9GbE;;This means that the community infection rate exceeded 26% 3 times, which means that over 75%  80% of the population had Covid already. Then, about 24% have been vaccinated. Over 90% of the population has antibodies.;;There could be some overlap between those 26% infected during each wave, but given that antibodies are very effective at preventing symptoms, there likely isn’t much overlap.;;Also in Oslo of the 120 infected at that party and the hotel that hosted it, none became severely ill meaning that the vaccines are very effective at preventing severe disease from Omicron.;;What we don’t yet know is what happens to the unvaccinated who haven’t been infected and therefore have no antibodies. I’m sure we’ll soon find out.",DqSpzm2jsgw
"Booster booster booster booster booster booster booster booster booster , each an every year ,",DqSpzm2jsgw
"There is a website where people speak about their side effects as a result of taking the j**.  Also videos by Campbell. Unfortunately, my comments were removed immediately. There is definetly a move to keep the facts from the us.",DqSpzm2jsgw
"I am unvaxed (not an antivaxer, just don't put sh*t in my body).......on Wednesday midmorning last week I developed symptoms of a possible COVID19 infection where Wednesday night, all of Thursday and throughout Thursday evening I had body aches, vomiting and a headache. Friday @ 08h15 I had a test and was confirmed COVIDpositive, further investigation suggested I had Omicron. I did not lose my smell or taste. I feel 100% recovered, being 6 days now. Going to give it another 2 days and then back to my cycling, gym and jogging. The vaccine is a blunt tool. I am 44 / 47 Vo2 Max / 10 hours of exercise a week so I get there are some people who do need to take the vaccine as that is their only hope. These people can't even run 1km on a normal day and now worried about C19. When you can outswim, outrun and outcycle me we can talk about a vaccine.",DqSpzm2jsgw
In the US the CDC has stated that the Omicron variant attacks the fully vaccinated the most.,DqSpzm2jsgw
Dr. Angelique Coetzee who discovered the variant has given us all the information.  The variant is mild and completely benign. All the cases i know of Omicron in my circles are vaccinated people.  You and Discovery are lying.,DqSpzm2jsgw
Pushing vaccine. No one talks  about natural immunity.  WHY? This is another fake news channel like CNN.,DqSpzm2jsgw
South Africans please vaccinate and get the booster... . Do not let your guard down.,DqSpzm2jsgw
They are back with their  bullshit.,DqSpzm2jsgw
She sounds afrikaans not Greek,DqSpzm2jsgw
"Discovery Health’s only interest, and thus all the stats given, is how much they will have to pay out and how much can be written off to the individuals savings. They have zero concern for the individual, they are a “medical insurance” not a “medical aid” and, as we know, insurance companies try to find any excuse not to pay out. They are paving the way for a National Medical Scheme, and make it an attractive, viable option.",DqSpzm2jsgw
There has been ZERO severe cases on the omicron . ZERO ... ;;you are selling vaccines,DqSpzm2jsgw
"9 And the third angel followed them, saying with a loud voice, If any man worship the beast and his image, and receive his mark in his forehead, or in his hand,;;10 The same shall drink of the wine of the wrath of God, which is poured out without mixture into the cup of his indignation; and he shall be tormented with fire and brimstone in the presence of the holy angels, and in the presence of the Lamb:;;11 And the smoke of their torment ascendeth up for ever and ever: and they have no rest day nor night, who worship the beast and his image, and whosoever receiveth the mark of his name.;;12 Here is the patience of the saints: here are they that keep the commandments of God, and the faith of Jesus.;;13 And I heard a voice from heaven saying unto me, Write, Blessed are the dead which die in the Lord from henceforth: Yea, saith the Spirit, that they may rest from their labours; and their works do follow them.",DqSpzm2jsgw
